district,datetime,temperature_c,wind_speed_ms,humidity,barometric_pressure,visibility_km,weather,risk_score,risk_level,primary_risk_factor,all_risk_factors,district_category,category_multiplier,infrastructure_feeders,infrastructure_substations,at_risk_assets,emergency_contact,operational_recommendations
yadgir,2025-09-06 12:00:00,27.3,1.6,0.889,1.012,4.5,Clear,3.74,Medium,Humidity Stress,"Humidity Stress, Lower Density, Good Maintenance Access",Agricultural Stable,1.05,22,4,1,+91-804-984-1395,Continue normal monitoring
yadgir,2025-09-06 12:00:00,28.4,2.4,0.857,1.007,3.5,Clear,3.63,Medium,Humidity Stress,"Humidity Stress, Lower Density, Good Maintenance Access",Agricultural Stable,1.05,22,4,2,+91-891-808-9500,Continue normal monitoring
yadgir,2025-09-06 12:00:00,29.5,2.7,0.9,1.008,3.5,Clear,3.86,Medium,Humidity Stress,"Humidity Stress, Lower Density, Good Maintenance Access",Agricultural Stable,1.05,22,4,1,+91-988-117-6966,Continue normal monitoring
yadgir,2025-09-06 12:00:00,26.5,2.7,0.823,1.014,5.5,Partly Cloudy,3.48,Low,Humidity Stress,"Humidity Stress, Lower Density, Good Maintenance Access",Agricultural Stable,1.05,22,4,3,+91-826-543-9510,Continue normal monitoring
yadgir,2025-09-06 12:00:00,28.6,3.3,0.808,1.01,7.0,Clear,3.46,Low,Humidity Stress,"Humidity Stress, Lower Density, Good Maintenance Access",Agricultural Stable,1.05,22,4,4,+91-962-471-8629,Continue normal monitoring
yadgir,2025-09-06 12:00:00,32.1,3.4,0.715,1.008,7.4,Clear,3.09,Low,Lower Density,"Lower Density, Good Maintenance Access",Agricultural Stable,1.05,22,4,3,+91-805-957-4321,Continue normal monitoring
yadgir,2025-09-06 12:00:00,32.1,4.3,0.666,1.011,9.0,Cloudy,3.0,Low,Lower Density,"Lower Density, Good Maintenance Access",Agricultural Stable,1.05,22,4,1,+91-921-703-1264,Continue normal monitoring
yadgir,2025-09-06 12:00:00,34.4,3.3,0.633,1.006,7.9,Partly Cloudy,2.81,Low,Lower Density,"Lower Density, Good Maintenance Access",Agricultural Stable,1.05,22,4,2,+91-852-148-6639,Continue normal monitoring
yadgir,2025-09-06 12:00:00,31.1,3.8,0.642,1.005,7.9,Clear,2.87,Low,Lower Density,"Lower Density, Good Maintenance Access",Agricultural Stable,1.05,22,4,1,+91-819-316-9821,Continue normal monitoring
yadgir,2025-09-06 12:00:00,29.5,3.9,0.766,1.012,6.0,Clear,3.33,Low,Lower Density,"Lower Density, Good Maintenance Access",Agricultural Stable,1.05,22,4,1,+91-814-241-2666,Continue normal monitoring
yadgir,2025-09-06 12:00:00,31.9,2.5,0.794,1.008,4.0,Clear,3.34,Low,Lower Density,"Lower Density, Good Maintenance Access",Agricultural Stable,1.05,22,4,1,+91-845-955-8254,Continue normal monitoring
yadgir,2025-09-06 12:00:00,29.5,2.6,0.795,1.009,4.0,Clear,3.35,Low,Lower Density,"Lower Density, Good Maintenance Access",Agricultural Stable,1.05,22,4,4,+91-892-689-6692,Continue normal monitoring
kolar,2025-09-06 12:00:00,27.6,2.6,0.9,1.012,4.5,Clear,4.8,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,2,+91-875-525-1460,Continue normal monitoring
kolar,2025-09-06 12:00:00,29.5,2.4,0.82,1.007,3.5,Clear,4.27,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,7,+91-909-653-8720,Continue normal monitoring
kolar,2025-09-06 12:00:00,28.7,3.4,0.866,1.008,3.5,Clear,4.65,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,5,+91-836-928-1831,Continue normal monitoring
kolar,2025-09-06 12:00:00,27.7,2.0,0.859,1.014,5.5,Clear,4.49,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,7,+91-870-185-3191,Continue normal monitoring
kolar,2025-09-06 12:00:00,30.2,3.2,0.844,1.01,7.0,Partly Cloudy,4.49,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,6,+91-827-808-4390,Continue normal monitoring
kolar,2025-09-06 12:00:00,31.2,3.0,0.723,1.008,7.4,Clear,3.78,Medium,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,4,+91-942-109-6160,Continue normal monitoring
kolar,2025-09-06 12:00:00,31.9,4.0,0.613,1.011,9.0,Partly Cloudy,3.41,Low,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,6,+91-812-692-2911,Continue normal monitoring
kolar,2025-09-06 12:00:00,33.4,5.0,0.601,1.006,7.9,Clear,3.51,Medium,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,3,+91-976-167-8338,Continue normal monitoring
kolar,2025-09-06 12:00:00,34.6,2.8,0.658,1.005,7.9,Partly Cloudy,3.46,Low,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,5,+91-804-487-5870,Continue normal monitoring
kolar,2025-09-06 12:00:00,31.7,3.0,0.796,1.012,6.0,Clear,4.18,Medium,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,4,+91-840-565-1122,Continue normal monitoring
kolar,2025-09-06 12:00:00,30.6,2.4,0.801,1.008,4.0,Clear,4.16,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,4,+91-925-301-6802,Continue normal monitoring
kolar,2025-09-06 12:00:00,31.8,3.3,0.792,1.009,4.0,Clear,4.19,Medium,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,4,+91-960-529-7608,Continue normal monitoring
ballari,2025-09-06 15:00:00,30.4,3.5,0.842,1.007,4.0,Clear,4.51,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,1,+91-907-160-8742,Continue normal monitoring
ballari,2025-09-06 15:00:00,27.7,3.3,0.788,1.008,4.0,Clear,4.16,Medium,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,2,+91-927-433-8383,Continue normal monitoring
ballari,2025-09-06 15:00:00,29.2,5.9,0.799,1.009,10.0,Clear,4.6,Medium,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,4,+91-957-971-7672,Continue normal monitoring
ballari,2025-09-06 15:00:00,40.2,4.4,0.459,1.008,10.0,Clear,4.58,Medium,Extreme Heat,"Extreme Heat, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,5,+91-863-492-2948,Activate backup cooling systems
ballari,2025-09-06 15:00:00,36.3,3.2,0.4,1.005,10.0,Clear,3.68,Medium,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,4,+91-872-545-6380,Continue normal monitoring
ballari,2025-09-06 15:00:00,35.2,5.0,0.442,1.004,10.0,Clear,3.45,Low,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,2,+91-923-939-1690,Continue normal monitoring
ballari,2025-09-06 15:00:00,33.2,4.5,0.568,1.007,4.0,Clear,3.34,Low,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,1,+91-974-566-7661,Continue normal monitoring
ballari,2025-09-06 15:00:00,30.2,4.5,0.749,1.008,4.0,Clear,4.09,Medium,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,7,+91-913-525-4080,Continue normal monitoring
belagavi,2025-09-06 15:00:00,27.5,7.8,0.857,1.009,4.0,Clear,5.21,High,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,6,+91-805-713-4606,Deploy emergency crews • Pre-position equipment
belagavi,2025-09-06 15:00:00,30.3,7.3,0.74,1.008,4.0,Clear,4.44,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,5,+91-860-279-5603,Continue normal monitoring
belagavi,2025-09-06 15:00:00,30.1,9.2,0.637,1.005,4.0,Clear,4.46,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,13,+91-892-449-9700,Continue normal monitoring
belagavi,2025-09-06 15:00:00,31.4,7.7,0.711,1.005,4.0,Clear,4.39,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,6,+91-842-733-9590,Continue normal monitoring
bengaluru rural,2025-09-06 15:00:00,26.8,4.3,0.871,1.014,4.0,Partly Cloudy,4.66,Medium,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,5,+91-851-920-3308,Continue normal monitoring
bengaluru rural,2025-09-06 15:00:00,25.4,5.6,0.821,1.015,4.0,Clear,4.55,Medium,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,6,+91-850-384-6140,Continue normal monitoring
bengaluru rural,2025-09-06 15:00:00,32.2,6.8,0.589,1.012,10.0,Partly Cloudy,3.71,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,3,+91-906-657-2710,Continue normal monitoring
bengaluru rural,2025-09-06 15:00:00,30.0,5.7,0.743,1.013,6.0,Clear,4.14,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,6,+91-806-434-5494,Continue normal monitoring
bengaluru urban,2025-09-06 15:00:00,26.3,4.4,0.9,1.014,6.0,Clear,4.86,Medium,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,6,+91-848-909-2841,Continue normal monitoring
bengaluru urban,2025-09-06 15:00:00,29.5,6.3,0.783,1.015,6.0,Clear,4.46,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,5,+91-840-862-4940,Continue normal monitoring
bengaluru urban,2025-09-06 15:00:00,31.7,4.4,0.618,1.013,6.0,Clear,3.4,Low,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,11,+91-905-419-7694,Continue normal monitoring
bengaluru urban,2025-09-06 15:00:00,27.3,4.7,0.794,1.014,6.0,Clear,4.25,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,12,+91-894-203-8695,Continue normal monitoring
chikkamagaluru,2025-09-06 15:00:00,28.1,5.7,0.829,1.008,4.0,Clear,4.21,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,4,+91-827-601-9948,Continue normal monitoring
chikkamagaluru,2025-09-06 15:00:00,26.7,3.7,0.878,1.008,2.0,Clear,4.22,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,5,+91-994-218-1624,Continue normal monitoring
chikkamagaluru,2025-09-06 15:00:00,26.2,3.8,0.9,1.008,2.0,Clear,4.36,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,3,+91-842-473-7409,Continue normal monitoring
chikkamagaluru,2025-09-06 15:00:00,27.0,4.6,0.807,1.008,4.0,Clear,3.94,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,1,+91-877-833-7423,Continue normal monitoring
chikkamagaluru,2025-09-06 15:00:00,27.2,5.6,0.833,1.009,4.0,Partly Cloudy,4.22,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,5,+91-913-748-6722,Continue normal monitoring
chikkamagaluru,2025-09-06 15:00:00,27.6,4.0,0.889,1.009,2.0,Clear,4.32,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,3,+91-869-191-3344,Continue normal monitoring
chikkamagaluru,2025-09-06 15:00:00,28.2,4.1,0.871,1.009,2.0,Clear,4.23,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,4,+91-983-319-8724,Continue normal monitoring
chikkamagaluru,2025-09-06 15:00:00,27.4,4.2,0.9,1.009,4.0,Cloudy,4.4,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,4,+91-941-675-2322,Continue normal monitoring
chikkamagaluru,2025-09-06 15:00:00,27.5,4.0,0.862,1.011,10.0,Partly Cloudy,4.17,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,3,+91-886-354-2558,Continue normal monitoring
chikkamagaluru,2025-09-06 15:00:00,29.8,6.0,0.9,1.011,2.0,Clear,4.65,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,2,+91-875-729-5250,Continue normal monitoring
chikkamagaluru,2025-09-06 15:00:00,29.4,5.7,0.9,1.011,2.0,Clear,4.6,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,1,+91-870-238-5693,Continue normal monitoring
chikkamagaluru,2025-09-06 15:00:00,26.3,5.0,0.829,1.011,10.0,Clear,4.11,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,1,+91-971-952-9612,Continue normal monitoring
chikkamagaluru,2025-09-06 15:00:00,31.4,4.7,0.682,1.009,10.0,Clear,3.39,Low,Difficult Access,"Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,4,+91-838-822-7745,Continue normal monitoring
chikkamagaluru,2025-09-06 15:00:00,29.6,6.0,0.839,1.01,4.0,Clear,4.31,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,1,+91-921-846-7199,Continue normal monitoring
chikkamagaluru,2025-09-06 15:00:00,31.3,4.6,0.849,1.01,4.0,Clear,4.17,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,3,+91-934-411-3208,Continue normal monitoring
chikkamagaluru,2025-09-06 15:00:00,31.6,4.0,0.754,1.009,10.0,Clear,3.62,Medium,Difficult Access,"Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,1,+91-861-463-7497,Continue normal monitoring
chikkamagaluru,2025-09-06 15:00:00,32.8,6.2,0.645,1.006,10.0,Clear,3.48,Low,Difficult Access,"Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,1,+91-844-778-8011,Continue normal monitoring
chikkamagaluru,2025-09-06 15:00:00,31.9,7.8,0.752,1.008,4.0,Clear,4.21,Medium,Difficult Access,"Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,1,+91-840-339-8296,Continue normal monitoring
chikkamagaluru,2025-09-06 15:00:00,32.1,7.6,0.769,1.008,4.0,Clear,4.25,Medium,Difficult Access,"Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,3,+91-806-967-2484,Continue normal monitoring
chikkamagaluru,2025-09-06 15:00:00,31.2,5.2,0.619,1.006,10.0,Clear,3.24,Low,Difficult Access,"Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,1,+91-859-981-5386,Continue normal monitoring
chikkamagaluru,2025-09-06 15:00:00,31.1,4.6,0.642,1.006,10.0,Clear,3.23,Low,Difficult Access,"Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,3,+91-856-182-6371,Continue normal monitoring
chikkamagaluru,2025-09-06 15:00:00,31.7,4.3,0.81,1.008,4.0,Clear,3.92,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,5,+91-865-283-5167,Continue normal monitoring
chikkamagaluru,2025-09-06 15:00:00,31.6,5.4,0.77,1.008,4.0,Cloudy,3.87,Medium,Difficult Access,"Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,2,+91-820-838-9419,Continue normal monitoring
chikkamagaluru,2025-09-06 15:00:00,32.4,4.9,0.575,1.006,10.0,Clear,3.07,Low,Difficult Access,"Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,2,+91-958-785-7373,Continue normal monitoring
chikkamagaluru,2025-09-06 15:00:00,27.8,4.2,0.849,1.009,4.0,Clear,4.12,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,2,+91-982-472-5832,Continue normal monitoring
chikkamagaluru,2025-09-06 15:00:00,29.6,4.1,0.819,1.01,4.0,Clear,3.95,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,5,+91-878-459-5243,Continue normal monitoring
chikkamagaluru,2025-09-06 15:00:00,29.4,5.6,0.85,1.01,4.0,Clear,4.31,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,4,+91-906-273-1558,Continue normal monitoring
chikkamagaluru,2025-09-06 15:00:00,26.1,4.7,0.828,1.009,4.0,Clear,4.07,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,2,+91-968-310-2245,Continue normal monitoring
chikkamagaluru,2025-09-06 15:00:00,29.5,3.0,0.672,1.01,4.0,Clear,3.18,Low,Difficult Access,"Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,1,+91-840-610-3878,Continue normal monitoring
chikkamagaluru,2025-09-06 15:00:00,28.4,4.7,0.9,1.01,4.0,Partly Cloudy,4.46,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,4,+91-927-436-6010,Continue normal monitoring
chikkamagaluru,2025-09-06 15:00:00,28.7,5.3,0.899,1.01,4.0,Cloudy,4.54,Medium,Humidity Stress,"Humidity Stress, Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,4,+91-930-386-4006,Continue normal monitoring
chikkamagaluru,2025-09-06 15:00:00,30.7,2.9,0.675,1.01,4.0,Clear,3.18,Low,Difficult Access,"Difficult Access, Weather Exposure",Hilly Terrain,1.2,28,6,1,+91-884-324-6007,Continue normal monitoring
dakshina kannada,2025-09-06 15:00:00,26.9,4.6,0.9,1.008,2.0,Clear,5.6,High,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,1,+91-825-209-4654,Deploy emergency crews • Pre-position equipment
dakshina kannada,2025-09-06 15:00:00,27.9,4.3,0.9,1.009,2.0,Clear,5.55,High,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,8,+91-993-346-7744,Deploy emergency crews • Pre-position equipment
dakshina kannada,2025-09-06 15:00:00,29.0,5.7,0.9,1.011,2.0,Clear,5.81,High,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,6,+91-818-691-3902,Deploy emergency crews • Pre-position equipment
dakshina kannada,2025-09-06 15:00:00,31.0,5.4,0.825,1.01,4.0,Clear,5.19,High,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,9,+91-848-873-7951,Deploy emergency crews • Pre-position equipment
dakshina kannada,2025-09-06 15:00:00,31.9,7.2,0.773,1.008,4.0,Cloudy,5.26,High,Salt Corrosion,"Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,2,+91-955-836-3537,Deploy emergency crews • Pre-position equipment
dakshina kannada,2025-09-06 15:00:00,32.9,5.4,0.741,1.008,4.0,Partly Cloudy,4.65,Medium,Salt Corrosion,"Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,7,+91-858-151-3241,Continue normal monitoring
dakshina kannada,2025-09-06 15:00:00,29.9,5.0,0.849,1.01,4.0,Partly Cloudy,5.29,High,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,2,+91-954-160-3823,Deploy emergency crews • Pre-position equipment
dakshina kannada,2025-09-06 15:00:00,29.6,5.7,0.887,1.01,4.0,Clear,5.71,High,Humidity Stress,"Humidity Stress, Salt Corrosion, Cyclone Exposure",Coastal High-Risk,1.6,45,12,8,+91-939-531-6009,Deploy emergency crews • Pre-position equipment
davanagere,2025-09-06 15:00:00,25.8,3.1,0.819,1.008,4.0,Clear,3.38,Low,Humidity Stress,"Humidity Stress, Normal Conditions",Standard Grid Area,1.0,25,5,5,+91-854-930-6397,Continue normal monitoring
davanagere,2025-09-06 15:00:00,26.0,5.4,0.873,1.009,4.0,Partly Cloudy,3.84,Medium,Humidity Stress,"Humidity Stress, Normal Conditions",Standard Grid Area,1.0,25,5,1,+91-850-824-3580,Continue normal monitoring
davanagere,2025-09-06 15:00:00,27.2,5.4,0.869,1.011,10.0,Clear,3.82,Medium,Humidity Stress,"Humidity Stress, Normal Conditions",Standard Grid Area,1.0,25,5,1,+91-913-369-6255,Continue normal monitoring
davanagere,2025-09-06 15:00:00,29.9,4.5,0.681,1.009,10.0,Clear,2.97,Low,Normal Conditions,Normal Conditions,Standard Grid Area,1.0,25,5,5,+91-822-881-5207,Continue normal monitoring
davanagere,2025-09-06 15:00:00,31.8,5.9,0.656,1.006,10.0,Clear,3.06,Low,Normal Conditions,Normal Conditions,Standard Grid Area,1.0,25,5,1,+91-865-254-4000,Continue normal monitoring
davanagere,2025-09-06 15:00:00,32.2,3.9,0.564,1.006,10.0,Partly Cloudy,2.6,Low,Normal Conditions,Normal Conditions,Standard Grid Area,1.0,25,5,5,+91-853-794-7944,Continue normal monitoring
davanagere,2025-09-06 15:00:00,26.5,5.0,0.856,1.009,4.0,Partly Cloudy,3.71,Medium,Humidity Stress,"Humidity Stress, Normal Conditions",Standard Grid Area,1.0,25,5,1,+91-883-366-9078,Continue normal monitoring
davanagere,2025-09-06 15:00:00,30.0,3.7,0.669,1.01,4.0,Partly Cloudy,2.86,Low,Normal Conditions,Normal Conditions,Standard Grid Area,1.0,25,5,3,+91-842-267-3075,Continue normal monitoring
dharwad,2025-09-06 15:00:00,23.4,3.1,0.884,1.005,4.0,Clear,4.6,Medium,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,9,+91-979-372-6112,Continue normal monitoring
dharwad,2025-09-06 15:00:00,24.9,4.7,0.889,1.006,4.0,Clear,4.83,Medium,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,3,+91-944-189-8723,Continue normal monitoring
dharwad,2025-09-06 15:00:00,26.9,8.4,0.888,1.009,4.0,Clear,5.56,High,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,4,+91-892-209-9470,Deploy emergency crews • Pre-position equipment
dharwad,2025-09-06 15:00:00,28.4,3.2,0.78,1.007,10.0,Partly Cloudy,4.0,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,3,+91-800-609-7386,Continue normal monitoring
dharwad,2025-09-06 15:00:00,27.8,7.5,0.719,1.008,4.0,Clear,4.38,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,12,+91-997-245-7906,Continue normal monitoring
dharwad,2025-09-06 15:00:00,34.6,3.1,0.593,1.006,10.0,Clear,3.16,Low,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,5,+91-836-243-7631,Continue normal monitoring
dharwad,2025-09-06 15:00:00,31.5,9.0,0.571,1.005,4.0,Clear,4.18,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,1,+91-933-696-1349,Continue normal monitoring
dharwad,2025-09-06 15:00:00,34.2,1.4,0.501,1.003,10.0,Clear,2.85,Low,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,2,+91-852-397-4878,Continue normal monitoring
dharwad,2025-09-06 15:00:00,30.3,8.4,0.702,1.005,4.0,Partly Cloudy,4.52,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,10,+91-963-106-9163,Continue normal monitoring
dharwad,2025-09-06 15:00:00,32.9,5.0,0.561,1.003,10.0,Clear,3.31,Low,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,1,+91-818-163-2362,Continue normal monitoring
dharwad,2025-09-06 15:00:00,29.0,1.9,0.85,1.006,4.0,Cloudy,4.3,Medium,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,8,+91-947-108-2741,Continue normal monitoring
dharwad,2025-09-06 15:00:00,27.2,4.7,0.89,1.007,4.0,Clear,4.83,Medium,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,1,+91-979-581-7933,Continue normal monitoring
haveri,2025-09-06 15:00:00,23.3,2.5,0.876,1.005,4.0,Clear,3.59,Medium,Humidity Stress,"Humidity Stress, Normal Conditions",Standard Grid Area,1.0,25,5,2,+91-985-618-9517,Continue normal monitoring
haveri,2025-09-06 15:00:00,27.2,3.2,0.9,1.006,4.0,Clear,3.75,Medium,Humidity Stress,"Humidity Stress, Normal Conditions",Standard Grid Area,1.0,25,5,2,+91-889-716-1130,Continue normal monitoring
haveri,2025-09-06 15:00:00,27.0,5.4,0.8,1.007,10.0,Clear,3.51,Medium,Humidity Stress,"Humidity Stress, Normal Conditions",Standard Grid Area,1.0,25,5,2,+91-983-779-5345,Continue normal monitoring
haveri,2025-09-06 15:00:00,32.2,3.7,0.615,1.006,10.0,Clear,2.7,Low,Normal Conditions,Normal Conditions,Standard Grid Area,1.0,25,5,5,+91-991-197-2675,Continue normal monitoring
haveri,2025-09-06 15:00:00,34.2,2.6,0.522,1.003,10.0,Clear,2.44,Low,Normal Conditions,Normal Conditions,Standard Grid Area,1.0,25,5,3,+91-856-251-2708,Continue normal monitoring
haveri,2025-09-06 15:00:00,30.6,3.6,0.535,1.003,10.0,Clear,2.53,Low,Normal Conditions,Normal Conditions,Standard Grid Area,1.0,25,5,1,+91-898-439-8044,Continue normal monitoring
haveri,2025-09-06 15:00:00,26.2,1.7,0.857,1.006,4.0,Partly Cloudy,3.47,Low,Humidity Stress,"Humidity Stress, Normal Conditions",Standard Grid Area,1.0,25,5,1,+91-956-648-3923,Continue normal monitoring
haveri,2025-09-06 15:00:00,26.5,3.9,0.9,1.007,4.0,Clear,3.81,Medium,Humidity Stress,"Humidity Stress, Normal Conditions",Standard Grid Area,1.0,25,5,4,+91-933-951-7539,Continue normal monitoring
raichur,2025-09-06 15:00:00,27.7,2.4,0.81,1.006,4.0,Clear,4.21,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,5,+91-845-762-3970,Continue normal monitoring
raichur,2025-09-06 15:00:00,29.9,3.4,0.795,1.007,4.0,Clear,4.21,Medium,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,5,+91-960-731-2868,Continue normal monitoring
raichur,2025-09-06 15:00:00,32.1,3.7,0.821,1.009,10.0,Clear,4.4,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,7,+91-908-468-3648,Continue normal monitoring
